institute_id,name,country,region,parent_institution,parent_ror,organization_type,china_focus_area,funding_source_if_available,official_url,source_url,year_established,confucius_institute_on_campus,joint_chinese_center,chinese_funding_presence,policy_vs_academic_orientation,publication_indexed_share,china_coauthorship_share,policy_output_share,notes,country_iso2,parent_institution_normalized,institute_type_category,confucius_institute_present,confucius_institute_closed,ci_closure_year,ci_partner_university,china_funding_present,china_funding_type,china_university_partner,director_name,director_start_year,director_end_year,director_background_type,director_security_policy_background,director_china_academic_background,director_prior_affiliation_china,director_change_year,director_change_post_ci_closure,disciplinary_orientation_primary,disciplinary_orientation_secondary,discipline_history_share,discipline_politics_share,discipline_economics_share,discipline_law_share,discipline_society_culture_share,discipline_science_technology_share,discipline_security_strategy_share,discipline_interdisciplinary_share,discipline_detection_method,publication_count,topic_security_share,topic_economy_share,topic_governance_share,topic_cooperation_share,hawkishness_score_x,engagement_score_x,risk_framing_score_x,panel_year,pre_post_ci_closure,sensitive_topic_share,sensitive_topic_index_x,sensitive_topic_avoidance_score_x,sensitive_topic_count_x,tiananmen_topic_share,falun_gong_topic_share,xinjiang_topic_share,tibet_topic_share,hongkong_democracy_topic_share,human_rights_topic_share,tiananmen_topic_count,falun_gong_topic_count,xinjiang_topic_count,tibet_topic_count,hongkong_topic_count,human_rights_topic_count,sensitive_topic_detection_method_x,parent_institution_original,parent_institution_effective,chinese_partner_inferred,openalex_parent_institution_id,resolved_publications_url,resolved_people_url,resolved_reports_url,ci_match_method,ci_match_confidence,topic_domestic_politics_share,topic_environment_climate_share,topic_health_science_share,topic_history_culture_share,topic_hong_kong_share,topic_ir_foreign_policy_share,topic_law_institutions_share,topic_media_information_share,topic_regional_global_south_share,topic_security_military_share,topic_society_demographics_share,topic_taiwan_strait_share,topic_technology_cyber_share,topic_trade_economics_share,topic_unclassified_share,topic_xinjiang_tibet_share,total_docs,tiananmen_doc_count,tiananmen_doc_share,tiananmen_total_hits,tiananmen_hit_density,tiananmen_multi_count,falun_gong_doc_count,falun_gong_doc_share,falun_gong_total_hits,falun_gong_hit_density,falun_gong_multi_count,xinjiang_doc_count,xinjiang_doc_share,xinjiang_total_hits,xinjiang_hit_density,xinjiang_multi_count,tibet_doc_count,tibet_doc_share,tibet_total_hits,tibet_hit_density,tibet_multi_count,hong_kong_doc_count,hong_kong_doc_share,hong_kong_total_hits,hong_kong_hit_density,hong_kong_multi_count,human_rights_doc_count,human_rights_doc_share,human_rights_total_hits,human_rights_hit_density,human_rights_multi_count,taiwan_coercion_doc_count,taiwan_coercion_doc_share,taiwan_coercion_total_hits,taiwan_coercion_hit_density,taiwan_coercion_multi_count,media_control_doc_count,media_control_doc_share,media_control_total_hits,media_control_hit_density,media_control_multi_count,covid_origins_doc_count,covid_origins_doc_share,covid_origins_total_hits,covid_origins_hit_density,covid_origins_multi_count,elite_capture_doc_count,elite_capture_doc_share,elite_capture_total_hits,elite_capture_hit_density,elite_capture_multi_count,sensitive_topic_count_y,sensitive_topic_raw_score,sensitive_topic_density,tiananmen_corpus_mean_share,falun_gong_corpus_mean_share,xinjiang_corpus_mean_share,tibet_corpus_mean_share,hong_kong_corpus_mean_share,human_rights_corpus_mean_share,taiwan_coercion_corpus_mean_share,media_control_corpus_mean_share,covid_origins_corpus_mean_share,elite_capture_corpus_mean_share,tiananmen_avoidance,tiananmen_coverage_band,falun_gong_avoidance,falun_gong_coverage_band,xinjiang_avoidance,xinjiang_coverage_band,tibet_avoidance,tibet_coverage_band,hong_kong_avoidance,hong_kong_coverage_band,human_rights_avoidance,human_rights_coverage_band,taiwan_coercion_avoidance,taiwan_coercion_coverage_band,media_control_avoidance,media_control_coverage_band,covid_origins_avoidance,covid_origins_coverage_band,elite_capture_avoidance,elite_capture_coverage_band,sensitive_topic_avoidance_score_y,sensitive_topic_index_y,sensitive_topic_detection_method_y,hawkish_framing_score,engagement_framing_score,risk_framing_score_y,securitisation_framing_score,techno_nationalist_framing_score,liberal_internationalist_framing_score,china_threat_index,engagement_index,techno_nationalist_index,hawkishness_score_y,engagement_score_y,dominant_framing,network_nodes,network_edges,china_agenda_dependence
carnegie_china,Carnegie China,China / Global,Asia / Global,Carnegie Endowment for International Peace,,Think tank center,China and international affairs,,https://carnegietsinghua.org/,https://carnegietsinghua.org/,2010.0,,,,,,,,Carnegie China center.,,Carnegie Endowment for International Peace,policy / think tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carnegie Endowment for International Peace,Carnegie Endowment for International Peace,,,https://carnegieendowment.org/china/research,https://carnegieendowment.org/china/people,https://carnegieendowment.org/china/research,,,0.0526315789473684,0.0263157894736842,0.0526315789473684,0.0131578947368421,,0.0921052631578947,0.0131578947368421,,0.0526315789473684,0.0131578947368421,0.0526315789473684,0.0394736842105263,0.0131578947368421,0.1842105263157894,0.3815789473684211,0.0131578947368421,76.0,1.0,0.0132,1.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0263,2.0,0.0012,0.0,2.0,0.0263,2.0,0.4998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,31.0,0.0501459210526315,0.0064965116279069,0.0019383720930232,0.0155023255813953,0.010113953488372,0.0021662790697674,0.0030755813953488,0.0042988372093023,0.0073627906976744,0.0054011627906976,0.004863953488372,-1.0,high,1.0,low,-0.6965,high,-1.0,high,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,0.7,0.0066,keyword_dictionary_weighted,0.056,26.3354,0.2635,0.0011,0.0004,0.0007,0.1018,18.8112,0.0004,0.056,26.3354,engagement,0.0,0.0,
center_for_asian_studies_china_related_work,Center for Asian Studies (China-related work),United States,North America,The University of Texas at Austin,,University center,Asian studies incl. China,,https://liberalarts.utexas.edu/asianstudies/,https://liberalarts.utexas.edu/asianstudies/,,,,,,,,,UT Austin Asian studies with China track.,US,The University of Texas at Austin,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The University of Texas at Austin,The University of Texas at Austin,The University of Texas at Austin,,https://liberalarts.utexas.edu/asianstudies/,https://liberalarts.utexas.edu/eastasia/faculty/,https://liberalarts.utexas.edu/asianstudies/,,,0.0972222222222222,,0.0555555555555555,0.2361111111111111,0.0138888888888888,0.0694444444444444,0.0416666666666666,,,0.1944444444444444,0.0972222222222222,0.0416666666666666,,0.0416666666666666,0.0972222222222222,0.0138888888888888,72.0,2.0,0.0278,2.0,0.0796,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0139,3.0,0.2303,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,0.0309874999999999,0.0064965116279069,0.0019383720930232,0.0155023255813953,0.010113953488372,0.0021662790697674,0.0030755813953488,0.0042988372093023,0.0073627906976744,0.0054011627906976,0.004863953488372,-1.0,high,1.0,low,0.1034,normal,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,0.8103,0.0042,keyword_dictionary_weighted,0.5741,0.0471,0.0711,2.6636,0.0,0.0,1.05,0.0337,0.0,0.5741,0.0471,securitisation,0.0,0.0,
center_for_china_analysis,Center for China Analysis,United States / Global,North America / Global,Asia Society Policy Institute,,Policy analysis center,Contemporary China policy analysis,,https://asiasociety.org/policy-institute/center-china-analysis,https://asiasociety.org/policy-institute/center-china-analysis/about,2022.0,,,,,,,,Policy analysis center within ASPI.,,Asia Society Policy Institute,policy / think tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia Society Policy Institute,Asia Society Policy Institute,,,https://asiasociety.org/policy-institute/publications,https://asiasociety.org/policy-institute/center-china-analysis,https://asiasociety.org/policy-institute/china,,,,,,,,,,,,,,,,,1.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064965116279069,0.0019383720930232,0.0155023255813953,0.010113953488372,0.0021662790697674,0.0030755813953488,0.0042988372093023,0.0073627906976744,0.0054011627906976,0.004863953488372,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,0.0,keyword_dictionary_weighted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hawkish,0.0,0.0,
center_for_china_studies,Center for China Studies,Taiwan,Asia,National Central Library,,Research center,Sinology and China studies,,https://ccs.ncl.edu.tw/,https://ccs.ncl.edu.tw/,,,,,,,,,Taiwan-based center supporting China studies and Sinology.,TW,National Central Library,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Central Library,National Central Library,,,https://ccs.ncl.edu.tw/,https://ccs.ncl.edu.tw/,https://ccs.ncl.edu.tw/EN/Publish.aspx,,,,,,,,,,,,,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064965116279069,0.0019383720930232,0.0155023255813953,0.010113953488372,0.0021662790697674,0.0030755813953488,0.0042988372093023,0.0073627906976744,0.0054011627906976,0.004863953488372,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,0.0,keyword_dictionary_weighted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hawkish,0.0,0.0,
center_for_chinese_studies_berkeley,Center for Chinese Studies,United States,North America,"University of California, Berkeley",https://ror.org/01an7q238,University research center,"China studies, humanities and social sciences",,https://ieas.berkeley.edu/ccs,https://ieas.berkeley.edu/ccs,1957.0,,,,,,,,Berkeley center for Chinese studies.,US,"University of California, Berkeley",academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of California, Berkeley","University of California, Berkeley",,,https://ieas.berkeley.edu/ccs,https://ieas.berkeley.edu/centers/center-chinese-studies-ccs/people/ccs-faculty,https://ieas.berkeley.edu/publications/ieas-publications,,,0.0227272727272727,,0.0909090909090909,0.3181818181818182,0.0454545454545454,0.0227272727272727,,0.0113636363636363,,0.0113636363636363,0.125,0.1363636363636363,,0.034090909090909,0.1818181818181818,,88.0,1.0,0.0114,1.0,0.018,0.0,3.0,0.0341,6.0,0.032,3.0,1.0,0.0114,1.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,33.0,0.005795,0.0064965116279069,0.0019383720930232,0.0155023255813953,0.010113953488372,0.0021662790697674,0.0030755813953488,0.0042988372093023,0.0073627906976744,0.0054011627906976,0.004863953488372,-0.7548,high,-1.0,high,0.2646,normal,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,0.7265,0.0057,keyword_dictionary_weighted,0.0261,0.1001,0.0059,0.0304,0.001,0.0073,0.0213,0.0736,0.001,0.0261,0.1001,engagement,0.0,0.0,
center_for_chinese_studies_hawaii_manoa,Center for Chinese Studies,United States,North America,University of Hawai'i at Mānoa,https://ror.org/03y05e795,University research center,"Chinese studies, language, society, politics",,https://manoa.hawaii.edu/chinesestudies/,https://manoa.hawaii.edu/chinesestudies/international-consortium/,,,,,,,,,Hawai'i center for Chinese studies.,US,University of Hawai'i at Mānoa,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Hawai'i at Mānoa,University of Hawai'i at Mānoa,,,https://ieas.berkeley.edu/ccs,https://ieas.berkeley.edu/centers/center-chinese-studies-ccs/people/ccs-faculty,https://ieas.berkeley.edu/publications/ieas-publications,,,0.0232558139534883,,0.0930232558139534,0.3255813953488372,0.0465116279069767,0.0232558139534883,,0.0116279069767441,,0.0116279069767441,0.127906976744186,0.127906976744186,,0.0348837209302325,0.1744186046511628,,86.0,1.0,0.0116,1.0,0.0184,0.0,3.0,0.0349,6.0,0.0327,3.0,1.0,0.0116,1.0,0.0082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,33.0,0.0059297674418604,0.0064965116279069,0.0019383720930232,0.0155023255813953,0.010113953488372,0.0021662790697674,0.0030755813953488,0.0042988372093023,0.0073627906976744,0.0054011627906976,0.004863953488372,-0.7856,high,-1.0,high,0.2517,normal,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,0.7252,0.0058,keyword_dictionary_weighted,0.0268,0.1046,0.0081,0.0311,0.001,0.0075,0.0225,0.0768,0.001,0.0268,0.1046,engagement,0.0,0.0,
center_for_chinese_studies_michigan,Center for Chinese Studies,United States,North America,University of Michigan,https://ror.org/00jmfr291,University research center,"China studies, language, humanities, social sciences",,https://ii.umich.edu/ccs,https://ii.umich.edu/ccs,1961.0,,,,,,,,Michigan center for Chinese studies.,US,University of Michigan,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Michigan,University of Michigan,,,https://ieas.berkeley.edu/ccs,https://ieas.berkeley.edu/centers/center-chinese-studies-ccs/people/ccs-faculty,https://ieas.berkeley.edu/publications/ieas-publications,,,0.0232558139534883,,0.0930232558139534,0.3255813953488372,0.0465116279069767,0.0232558139534883,,0.0116279069767441,,0.0116279069767441,0.127906976744186,0.127906976744186,,0.0348837209302325,0.1744186046511628,,86.0,1.0,0.0116,1.0,0.0184,0.0,3.0,0.0349,6.0,0.0327,3.0,1.0,0.0116,1.0,0.0082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,33.0,0.0059297674418604,0.0064965116279069,0.0019383720930232,0.0155023255813953,0.010113953488372,0.0021662790697674,0.0030755813953488,0.0042988372093023,0.0073627906976744,0.0054011627906976,0.004863953488372,-0.7856,high,-1.0,high,0.2517,normal,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,0.7252,0.0058,keyword_dictionary_weighted,0.0268,0.1046,0.0081,0.0311,0.001,0.0075,0.0225,0.0768,0.001,0.0268,0.1046,engagement,0.0,0.0,
center_for_east_asian_studies,Center for East Asian Studies,United States,North America,University of Chicago,https://ror.org/024mw5h28,University center,East Asian studies incl. China,,https://ceas.uchicago.edu/,https://ceas.uchicago.edu/,,,,,,,,,Broader East Asia unit with China research.,US,University of Chicago,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Chicago,University of Chicago,,,https://ceas.uchicago.edu/,https://ceas.uchicago.edu/people/faculty-members-of-ceas,https://ceas.uchicago.edu/,,,0.0131578947368421,,0.0394736842105263,0.2894736842105263,0.0131578947368421,,,0.0131578947368421,0.0131578947368421,,0.2236842105263158,,,0.0131578947368421,0.3815789473684211,,76.0,1.0,0.0132,1.0,0.0406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0132,1.0,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0043344736842105,0.0064965116279069,0.0019383720930232,0.0155023255813953,0.010113953488372,0.0021662790697674,0.0030755813953488,0.0042988372093023,0.0073627906976744,0.0054011627906976,0.004863953488372,-1.0,high,1.0,low,1.0,low,1.0,low,-1.0,high,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,0.8,0.0026,keyword_dictionary_weighted,0.0223,0.5116,0.1205,0.0,0.0,0.0,0.0451,0.3654,0.0,0.0223,0.5116,engagement,0.0,0.0,
center_for_international_and_regional_studies_china_related_work,Center for International and Regional Studies (China-related work),Japan,Asia,The University of Tokyo,,University research center,Regional studies incl. China,,https://www.c.u-tokyo.ac.jp/eng_site/research/center.html,https://www.c.u-tokyo.ac.jp/eng_site/research/center.html,,,,,,,,,University of Tokyo unit with China-related research.,JP,The University of Tokyo,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The University of Tokyo,The University of Tokyo,The University of Tokyo,,https://www.c.u-tokyo.ac.jp/eng_site/info/research/publications/index.html,https://inter.k.u-tokyo.ac.jp/about-us/faculty-members/?lang=en,https://www.c.u-tokyo.ac.jp/eng_site/research/center.html,,,,0.0909090909090909,,0.1363636363636363,,,,,,0.1363636363636363,0.1363636363636363,,,0.1818181818181818,0.3181818181818182,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064965116279069,0.0019383720930232,0.0155023255813953,0.010113953488372,0.0021662790697674,0.0030755813953488,0.0042988372093023,0.0073627906976744,0.0054011627906976,0.004863953488372,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,0.0,keyword_dictionary_weighted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hawkish,0.0,0.0,
center_on_u_s_china_relations,Center on U.S.-China Relations,United States,North America,Asia Society,,Policy center,"US-China relations, public diplomacy, exchange",Founded by Arthur Ross,https://asiasociety.org/center-us-china-relations,https://asiasociety.org/center-us-china-relations/about,2006.0,,,,,,,,Asia Society center.,US,Asia Society,policy / think tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia Society,Asia Society,,,https://asiasociety.org/policy-institute/publications,https://asiasociety.org/center-us-china-relations,https://asiasociety.org/center-us-china-relations/reports,,,0.1450777202072538,0.0414507772020725,0.0725388601036269,0.0310880829015544,0.0103626943005181,0.1295336787564766,0.005181347150259,,0.0103626943005181,0.2227979274611398,0.0362694300518134,0.0155440414507772,0.005181347150259,0.0518134715025906,0.2176165803108808,0.005181347150259,193.0,2.0,0.0104,3.0,0.1454,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0104,2.0,0.0215,0.0,2.0,0.0104,2.0,0.0604,0.0,1.0,0.0052,1.0,0.0835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0052,2.0,0.042,1.0,1.0,0.0052,1.0,0.1329,0.0,9.0,75.0,0.0485706735751295,0.0064965116279069,0.0019383720930232,0.0155023255813953,0.010113953488372,0.0021662790697674,0.0030755813953488,0.0042988372093023,0.0073627906976744,0.0054011627906976,0.004863953488372,-0.6009,high,1.0,low,0.3291,normal,-0.0283,normal,-1.0,high,1.0,low,1.0,low,1.0,low,0.0372,normal,-0.0691,normal,0.4366,0.0047,keyword_dictionary_weighted,0.2155,0.1823,0.1834,0.2822,0.0201,0.0499,0.2259,0.1445,0.0201,0.2155,0.1823,securitisation,0.0,0.0,
centre_d_tudes_fran_ais_sur_la_chine_contemporaine_cefc,Centre d'Études Français sur la Chine Contemporaine (CEFC),France / Hong Kong,Europe / Asia,French Centre for Research on Contemporary China,,Research center,Contemporary China research,,https://www.cefc.com.hk/,https://www.cefc.com.hk/,1997.0,,,,,,,,French research center on contemporary China.,,French Centre for Research on Contemporary China,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French Centre for Research on Contemporary China,French Centre for Research on Contemporary China,,,https://www.cefc.com.hk/,https://www.cefc.com.hk/research/researchers/,https://www.cefc.com.hk/,,,0.0806916426512968,0.0057636887608069,0.0201729106628242,0.2132564841498559,0.0403458213256484,0.0086455331412103,0.0115273775216138,,0.0057636887608069,0.0028818443804034,0.1412103746397694,0.1037463976945245,0.0144092219020172,0.0576368876080691,0.2853025936599423,0.0086455331412103,347.0,1.0,0.0029,2.0,0.0043,1.0,4.0,0.0115,8.0,0.2579,4.0,4.0,0.0115,4.0,0.0212,0.0,7.0,0.0202,8.0,0.1526,1.0,3.0,0.0086,3.0,0.0274,0.0,1.0,0.0029,1.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0029,1.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0058,2.0,0.0107,0.0,23.0,198.0,0.0478593083573487,0.0064965116279069,0.0019383720930232,0.0155023255813953,0.010113953488372,0.0021662790697674,0.0030755813953488,0.0042988372093023,0.0073627906976744,0.0054011627906976,0.004863953488372,0.5536,low,-1.0,high,0.2582,normal,-0.9972,high,-1.0,high,0.0571,normal,1.0,low,0.6061,low,1.0,low,-0.1924,normal,0.3475,0.0066,keyword_dictionary_weighted,0.069,0.0725,0.0298,0.0232,0.0,0.0029,0.0435,0.0526,0.0,0.069,0.0725,engagement,0.0,0.0,
centre_for_china_studies,Centre for China Studies,Hong Kong,Asia,The Chinese University of Hong Kong,https://ror.org/03k29bg26,University research center,"China studies, Chinese language, scholarship and education",,https://www.ccs.cuhk.edu.hk/,https://www.ccs.cuhk.edu.hk/,1967.0,,,,,,,,CUHK-based center for China studies.,HK,The Chinese University of Hong Kong,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Chinese University of Hong Kong,The Chinese University of Hong Kong,The Chinese University of Hong Kong,,https://www.ccs.cuhk.edu.hk/,https://www.ccs.cuhk.edu.hk/people/faculty-and-staff/full-time-faculty/,https://www.ccs.cuhk.edu.hk/research/faculty-projects/,,,0.0618556701030927,,0.0206185567010309,0.1030927835051546,0.2061855670103092,0.1752577319587628,0.0103092783505154,,0.0206185567010309,0.0618556701030927,0.0206185567010309,0.0412371134020618,,0.0515463917525773,0.2061855670103092,0.0206185567010309,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0103,1.0,0.0787,0.0,2.0,0.0206,4.0,0.1682,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,48.0,0.0246893814432989,0.0064965116279069,0.0019383720930232,0.0155023255813953,0.010113953488372,0.0021662790697674,0.0030755813953488,0.0042988372093023,0.0073627906976744,0.0054011627906976,0.004863953488372,1.0,low,1.0,low,0.3356,normal,-1.0,high,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,0.8336,0.0031,keyword_dictionary_weighted,0.1117,0.2348,0.0534,0.1124,0.0,1.3532,0.0944,0.5543,0.0,0.1117,0.2348,liberal_internationalist,0.0,0.0,
centre_for_chinese_studies,Centre for Chinese Studies,South Africa,Africa,Stellenbosch University,https://ror.org/04t3en479,Research center,"China-Africa relations, Chinese politics and economics",,http://www.ccs.org.za/,http://www.ccs.org.za/,2004.0,,,,,,,,South Africa-based China studies center.,ZA,Stellenbosch University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stellenbosch University,Stellenbosch University,,,http://www.ccs.org.za/,http://www.ccs.org.za/,https://scholar.sun.ac.za/communities/a7ed5a5e-595f-4ce8-97d4-cf38b5960bb5,,,,,,,,,,,,,,,,,1.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064965116279069,0.0019383720930232,0.0155023255813953,0.010113953488372,0.0021662790697674,0.0030755813953488,0.0042988372093023,0.0073627906976744,0.0054011627906976,0.004863953488372,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,0.0,keyword_dictionary_weighted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hawkish,0.0,0.0,
centre_of_asian_studies_china_related_programs,Centre of Asian Studies (China-related programs),Hong Kong,Asia,The University of Hong Kong,https://ror.org/00cf3rm57,University center,Asian studies incl. China,,https://www.asiacentre.hku.hk/,https://www.asiacentre.hku.hk/,,,,,,,,,HKU Centre of Asian Studies.,HK,The University of Hong Kong,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The University of Hong Kong,The University of Hong Kong,The University of Hong Kong,,https://www.asiacentre.hku.hk/,https://www.hkihss.hku.hk/en/peoples/academic_staff/,https://www.asiacentre.hku.hk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chennai_centre_for_china_studies,Chennai Centre for China Studies,India,Asia,Independent think tank,,Think tank,"China studies, India-China relations",,https://www.chennai.institute/,https://www.chennai.institute/,2008.0,,,,,,,,India-based China think tank.,IN,Independent think tank,policy / think tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Independent think tank,Independent think tank,,,https://www.c3sindia.org/monographs,https://www.c3sindia.org/researchers,https://www.c3sindia.org/occasional-papers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
